"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"YWHAB",6.19998609781136e-178,-0.646606743082632,0.278,0.818,8.90814002533536e-174
"MT-CO3",1.91621028914816e-176,-0.772827551305419,0.944,0.936,2.75321094344808e-172
"RPS12",3.19649478436719e-176,-0.615636702436818,0.862,0.946,4.59272370617878e-172
"SEPTIN9",1.45701948790663e-174,-0.665261474621237,0.109,0.54,2.09344560022425e-170
"ENSCAFG00000048610",1.07692347932296e-172,-0.634626625618538,0.11,0.543,1.54732365509122e-168
"SPTBN1",5.31956104811959e-172,2.16682382972429,0.551,0.375,7.64314531393823e-168
"ANAPC11",4.90332166588058e-168,-0.54388979173748,0.133,0.571,7.04509256953722e-164
"ENSCAFG00000042212",6.08298014455535e-166,-0.530238850116836,0.934,0.971,8.74002587169712e-162
"HP1BP3",8.48062920985479e-163,-0.631980527393986,0.095,0.502,1.21849680487194e-158
"ENSCAFG00000009523",1.00024873497856e-160,-0.521901196163488,0.947,0.948,1.4371573824172e-156
"EIF3K",1.25511728701715e-160,-0.70039850291584,0.467,0.89,1.80335251798624e-156
"TRIR",3.23827696455283e-159,-0.563413590520691,0.105,0.511,4.6527563426695e-155
"PM20D2",6.51490709358671e-159,-0.632518757157906,0.117,0.526,9.36061851206539e-155
"ENSCAFG00000046386",7.2370815426016e-159,-0.449389294619599,0.157,0.608,1.039823876041e-154
"LAMTOR4",5.08006475960424e-157,-0.778749925078454,0.188,0.633,7.29903704659937e-153
"SELENOF",8.0073645247135e-153,-0.48191511299679,0.135,0.555,1.15049813491084e-148
"TOP1",3.36938903265441e-145,-0.525402718106343,0.127,0.524,4.84113816211785e-141
"TAF10",2.96906255439068e-144,-0.432739379386824,0.147,0.562,4.26594907814853e-140
"SEPTIN7",1.84565309017078e-141,1.76263440646118,0.678,0.742,2.65183435995737e-137
"GRB2",7.08675244857341e-140,-0.500381475417532,0.157,0.567,1.01822459181103e-135
"ENSCAFG00000044483",3.60627651551532e-136,-0.427015746178372,0.125,0.511,5.18149809749241e-132
"MATR3",3.88670937509833e-135,-0.360604257232251,0.182,0.607,5.58442403014129e-131
"ENSCAFG00000042877",1.02811563898651e-134,-0.334845932261688,0.214,0.664,1.47719655009581e-130
"DDX17",1.82246990409448e-133,-0.312036471162387,0.162,0.569,2.61852475820295e-129
"SEPTIN6",1.90287057726359e-129,-0.461519683414604,0.205,0.626,2.73404444541232e-125
"CALCOCO2",4.77316875252232e-129,-0.438134126878831,0.128,0.502,6.85808886362407e-125
"TGFB1",1.89802024924342e-128,1.89053997992208,0.539,0.42,2.72707549411295e-124
"TPT1",7.67893989187708e-128,0.556435251137393,0.988,0.972,1.1033100836649e-123
"UBB",4.39580239276955e-127,1.30627479630514,0.739,0.848,6.31588887793129e-123
"ENSCAFG00000016065",1.87537854613425e-125,-0.517731122650756,0.217,0.638,2.6945438950857e-121
"MAPK1IP1L",3.14077569434733e-125,-0.33996789034079,0.135,0.513,4.51266651763825e-121
"NDUFS5",4.08770932850604e-125,-0.349613395507389,0.264,0.731,5.87322076319748e-121
"HNRNPA2B1",7.72139445141575e-121,-0.321733686715687,0.191,0.597,1.10940995477941e-116
"TSPO",8.86189311941987e-115,-0.371308713458638,0.143,0.504,1.27327680339825e-110
"ATF4",3.86882119778314e-112,1.5847812667434,0.61,0.602,5.55872229697482e-108
"ENSCAFG00000006913",7.27912314424316e-110,-0.273486250793903,0.268,0.712,1.04586441336486e-105
"ENSCAFG00000019360",1.46441599406114e-103,-0.64106818888194,0.216,0.579,2.10407290026704e-99
"NDUFS2",4.12280806263611e-99,2.0368547891727,0.503,0.416,5.92365062439556e-95
"ENSCAFG00000015834",9.50247117938374e-99,-0.481061125424807,0.446,0.855,1.36531505905386e-94
"RPS3",1.77994990661673e-96,-0.436291153556815,0.72,0.925,2.55743202582691e-92
"ENSCAFG00000008873",1.35111479815328e-92,-0.539313851404459,0.647,0.894,1.94128174198663e-88
"BBLN",5.37017327533477e-91,1.65127577657323,0.585,0.619,7.715864962001e-87
"SELENOW",4.43516223626894e-90,-0.252328742641325,0.355,0.809,6.37244110107121e-86
"MTDH",3.54834132962763e-89,1.51338709049425,0.648,0.749,5.09825682240898e-85
"ENSCAFG00000017655",3.72508211643934e-88,1.41915498382593,0.562,0.507,5.35219798490004e-84
"FYB1",8.21237351736686e-87,1.51614683204782,0.594,0.595,1.17995382697527e-82
"ENO1",3.28801635413503e-82,1.24004665219825,0.614,0.634,4.72422189762121e-78
"GABARAP",3.77839934722393e-82,0.845010003174813,0.739,0.863,5.42880418209135e-78
"SSR4",6.85927900345405e-82,0.983434086627227,0.688,0.794,9.85541207216278e-78
"MSN",3.48027619094512e-76,1.52532296285063,0.549,0.537,5.00046083114995e-72
"ENSCAFG00000049043",1.01667357465238e-72,-0.330063704090455,0.936,0.972,1.46075659206054e-68
"RPS13",1.55449123908416e-71,-0.372934046164608,0.912,0.929,2.23349301231613e-67
"RPS24",6.38294171248286e-71,0.399400537642063,0.991,0.955,9.17101065249537e-67
"RPS10",3.66165399257422e-70,-0.282500734945526,0.913,0.945,5.26106445653064e-66
"PTPN6",3.91051188927148e-67,-0.336214376224862,0.491,0.917,5.61862348250526e-63
"RPS21",1.31593349262892e-65,-0.386329604546941,0.567,0.88,1.89073324220924e-61
"ENSCAFG00000018497",5.81216932133444e-50,0.25056098676179,0.241,0.554,8.35092488089332e-46
"ENSCAFG00000028765",5.56929939808844e-46,-0.566659181182315,0.364,0.656,8.00196937517348e-42
"OAZ1",4.49382431722602e-45,-0.540008066188994,0.561,0.918,6.45672677899035e-41
"ENSCAFG00000011134",1.48051995938356e-42,1.38339696804169,0.531,0.627,2.1272110776423e-38
"CLIC1",8.25568856456128e-39,0.906529137049649,0.644,0.819,1.18617733295616e-34
"ENSCAFG00000046637",6.53911692650769e-35,1.0438535319274,0.587,0.78,9.39540320000625e-31
"COX8A",1.20292001271281e-34,0.333575811061598,0.247,0.514,1.72835547426576e-30
"DLA-64",4.26720086866345e-32,0.310910855202584,0.959,0.985,6.13111420809565e-28
"CD47",2.1198105538642e-27,1.41169740464297,0.465,0.512,3.04574380379209e-23
"VASP",1.71383999700231e-26,1.05508002353135,0.496,0.551,2.46244530769292e-22
"DYNLRB1",1.72584141061328e-24,0.50259798227465,0.258,0.503,2.47968893876916e-20
"BZW1",3.01281241408479e-20,0.516260863230832,0.268,0.5,4.32880887655703e-16
"DLA88",7.89217720975658e-20,0.564463241541681,0.788,0.908,1.13394802149783e-15
"YPEL3",2.1816100505004e-17,0.512074982007461,0.289,0.52,3.13453732055898e-13
"EIF4B",4.87951317094023e-14,0.324777874468482,0.431,0.77,7.01088452400693e-10
"SMDT1",1.42914577278232e-13,1.19785044355386,0.461,0.578,2.05339664633364e-09
"ATP5PF",3.95432745732512e-13,1.13440706081109,0.475,0.629,5.68157769068474e-09
"ELOB",8.35516453624862e-12,0.782349898559378,0.561,0.79,1.2004700405682e-07
"ENSCAFG00000029155",2.6138482204055e-07,0.9653593883888,0.471,0.644,0.00375557712307862
"ARPC3",3.20523317722285e-07,0.498940564650197,0.584,0.826,0.00460527902903379
"VPS28",3.69505596565734e-07,0.964711149420052,0.448,0.585,0.00530905641145647
"LRRFIP1",2.74899031243538e-06,0.716796604576033,0.52,0.721,0.0394974928090715
"SRP14",2.29846659129611e-05,1.0807187773025,0.414,0.541,0.330243679837426
"ABRACL",0.000525212361104037,0.303700655946364,0.514,0.82,1
"ENSCAFG00000043577",0.0174481980808299,0.619651370940129,0.52,0.755,1
"ENSCAFG00000042598",0.027652152248012,0.606719137840066,0.531,0.798,1
