"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"FCER21",2.32512361950762e-07,0.393709506688347,0.284,0.094,0.00383226874967246,"CD34+ Unclassified","FCER2"
"BRWD3",2.41295285158047e-07,1.0051882477518,0.537,0.288,0.00397702888997494,"CD34+ Unclassified","BRWD3"
"JARID23",2.50114341661269e-07,1.10172174402289,0.701,0.515,0.00412238457926104,"CD34+ Unclassified","JARID2"
"IFT74",2.54092000311173e-07,0.473907032419784,0.418,0.171,0.00418794434912875,"CD34+ Unclassified","IFT74"
"GMDS3",2.69930118869422e-07,1.1677521052769,0.627,0.371,0.00444898821920581,"CD34+ Unclassified","GMDS"
"RPGR1",2.91035913919644e-07,0.864775463713984,0.582,0.308,0.00479685393322357,"CD34+ Unclassified","RPGR"
"FBXL201",2.97684127874438e-07,0.923642704988445,0.701,0.471,0.00490642979562648,"CD34+ Unclassified","FBXL20"
"TRIT11",3.05354623222617e-07,0.886766466153426,0.343,0.139,0.00503285489995517,"CD34+ Unclassified","TRIT1"
"ACBD62",3.16908191922844e-07,1.03553535799266,0.746,0.582,0.00522328081927231,"CD34+ Unclassified","ACBD6"
"NCOA61",3.21876549195607e-07,0.922587943717438,0.612,0.344,0.005305169283842,"CD34+ Unclassified","NCOA6"
"FRYL4",3.33186371858753e-07,0.886896455291899,0.761,0.571,0.00549157778097597,"CD34+ Unclassified","FRYL"
"ATP10D3",3.6654033603708e-07,0.952351741232295,0.657,0.419,0.00604131781856315,"CD34+ Unclassified","ATP10D"
"TRAP1",3.77282917366615e-07,0.791227090649251,0.403,0.173,0.00621837704403654,"CD34+ Unclassified","TRAP1"
"BEND72",3.86132122489484e-07,0.751036091586953,0.388,0.164,0.00636422964287168,"CD34+ Unclassified","BEND7"
"ADAM102",4.02531093366149e-07,1.07970004097814,0.627,0.365,0.00663451748086087,"CD34+ Unclassified","ADAM10"
"SLC9A94",4.09024532994626e-07,0.841765058742319,0.925,0.637,0.00674154235281743,"CD34+ Unclassified","SLC9A9"
"NTAQ13",4.18665736764844e-07,0.996070889956752,0.522,0.283,0.00690044867335816,"CD34+ Unclassified","NTAQ1"
"ANKIB12",4.19733088155578e-07,0.743175411324387,0.746,0.484,0.00691804075898024,"CD34+ Unclassified","ANKIB1"
"TMEM1352",4.43189898336473e-07,0.701894729145296,0.522,0.262,0.00730465590438174,"CD34+ Unclassified","TMEM135"
"CAMK2D3",4.43293056725831e-07,1.47252657553523,0.761,0.607,0.00730635616095515,"CD34+ Unclassified","CAMK2D"
"SSBP32",4.5500630554574e-07,0.882062236577943,0.522,0.278,0.00749941392800489,"CD34+ Unclassified","SSBP3"
"TNFSF13B1",4.82833021809191e-07,0.28598692600805,0.328,0.119,0.00795805386545909,"CD34+ Unclassified","TNFSF13B"
"MAP3K52",4.84709627818913e-07,1.11895062837686,0.597,0.348,0.00798898408571133,"CD34+ Unclassified","MAP3K5"
"VPS13D2",5.02760069375433e-07,0.867914640551718,0.821,0.657,0.00828649146344589,"CD34+ Unclassified","VPS13D"
"BIRC61",5.04502815922963e-07,0.888550775496589,0.821,0.674,0.00831521541204228,"CD34+ Unclassified","BIRC6"
"ATP8A12",5.15952643775617e-07,1.09281584519727,0.925,0.741,0.00850393147470971,"CD34+ Unclassified","ATP8A1"
"STT3B2",5.23874183431013e-07,0.869716977426931,0.612,0.361,0.00863449429130996,"CD34+ Unclassified","STT3B"
"CDCA7L2",5.3073216895653e-07,0.721110187731644,0.522,0.264,0.00874752760874152,"CD34+ Unclassified","CDCA7L"
"ACAD9",5.3557568834069e-07,0.732585444072605,0.463,0.227,0.00882735849523125,"CD34+ Unclassified","ACAD9"
"CSTF31",6.08009912845564e-07,0.853306190430668,0.627,0.389,0.0100212193835206,"CD34+ Unclassified","CSTF3"
"CTLA43",6.25052000096758e-07,1.34080560503878,0.358,0.164,0.0103021070655948,"CD34+ Unclassified","CTLA4"
"MPRIP1",6.32355166806511e-07,0.834949747127496,0.463,0.213,0.0104224778593049,"CD34+ Unclassified","MPRIP"
"UBE2E23",6.32362367549441e-07,1.19372170729618,0.821,0.624,0.0104225965419499,"CD34+ Unclassified","UBE2E2"
"SMG64",6.65803457965239e-07,0.980450868685379,0.791,0.559,0.0109737725941831,"CD34+ Unclassified","SMG6"
"RNF2162",6.82677820068459e-07,0.785165351356863,0.687,0.466,0.0112518958303683,"CD34+ Unclassified","RNF216"
"CCDC158",7.20563462758337e-07,0.564064304903194,0.463,0.203,0.0118763269931829,"CD34+ Unclassified","CCDC158"
"PDE4D2",7.64292543679467e-07,0.666105886173082,0.567,0.331,0.012597069704925,"CD34+ Unclassified","PDE4D"
"CYFIP23",7.86795891180301e-07,0.830389567048246,0.746,0.577,0.0129679698784337,"CD34+ Unclassified","CYFIP2"
"WDR331",7.89283534290903e-07,0.935830371590896,0.866,0.649,0.0130089712121827,"CD34+ Unclassified","WDR33"
"ORC5",8.07228287809389e-07,0.589049916088882,0.388,0.164,0.0133047366396744,"CD34+ Unclassified","ORC5"
"LARP4B",9.3383178982056e-07,0.836797518818191,0.552,0.316,0.0153914155598225,"CD34+ Unclassified","LARP4B"
"ADD13",9.37488679127459e-07,0.913475556615218,0.776,0.591,0.0154516884093788,"CD34+ Unclassified","ADD1"
"EHMT11",9.37508753275756e-07,0.886072597959753,0.657,0.421,0.015452019271491,"CD34+ Unclassified","EHMT1"
"VPS82",9.89962174003177e-07,0.919544880522416,0.642,0.418,0.0163165565519204,"CD34+ Unclassified","VPS8"
"MATR33",1.03845032158344e-06,0.5026363408972,0.866,0.769,0.0171157382003382,"CD34+ Unclassified","MATR3"
"ATRX2",1.13707721986324e-06,0.670163641840572,0.836,0.738,0.0187413067377859,"CD34+ Unclassified","ATRX"
"PRKCH3",1.15140236062508e-06,1.26440997484954,0.687,0.455,0.0189774137078225,"CD34+ Unclassified","PRKCH"
"ZNF25",1.15943909659098e-06,0.55001285758201,0.507,0.247,0.0191098751900125,"CD34+ Unclassified","ZNF25"
"HSD17B121",1.17690084876249e-06,0.618918567229236,0.284,0.104,0.0193976797893034,"CD34+ Unclassified","HSD17B12"
"UNK2",1.25474137514911e-06,0.842868485059017,0.537,0.278,0.0206806473452076,"CD34+ Unclassified","UNK"
"TADA1",1.30990523989787e-06,0.60096975538308,0.358,0.148,0.0215898581639968,"CD34+ Unclassified","TADA1"
"AKAP113",1.43227228418365e-06,0.839983554575872,0.463,0.219,0.023606711787915,"CD34+ Unclassified","AKAP11"
"MRE11",1.44660797819387e-06,0.820518108387396,0.433,0.198,0.0238429926965914,"CD34+ Unclassified","MRE11"
"TFDP21",1.45703309176695e-06,0.830039624893093,0.537,0.307,0.0240148194185028,"CD34+ Unclassified","TFDP2"
"EML51",1.47501560646686e-06,0.665347158480552,0.299,0.117,0.0243112072257869,"CD34+ Unclassified","EML5"
"RALGAPA16",1.47732844470354e-06,0.734239014610823,0.701,0.449,0.0243493274256038,"CD34+ Unclassified","RALGAPA1"
"SPATA51",1.54144808751758e-06,1.09268125724381,0.627,0.391,0.0254061473784648,"CD34+ Unclassified","SPATA5"
"NEK72",1.66154849434684e-06,0.918862028525429,0.866,0.643,0.0273856422838245,"CD34+ Unclassified","NEK7"
"ATXN13",1.67701102493662e-06,1.40055845019709,0.716,0.529,0.0276404957130053,"CD34+ Unclassified","ATXN1"
"TGFBRAP1",1.72468302373783e-06,0.452020277608528,0.299,0.109,0.0284262255972469,"CD34+ Unclassified","TGFBRAP1"
"ANKRD171",1.72838813642896e-06,0.769329721287026,0.746,0.51,0.0284872932646221,"CD34+ Unclassified","ANKRD17"
"ITGA44",1.79773811444583e-06,1.1537597400621,0.731,0.661,0.0296303196022961,"CD34+ Unclassified","ITGA4"
"WDR70",1.8953722071492e-06,0.92182688158303,0.806,0.64,0.0312395247182331,"CD34+ Unclassified","WDR70"
"CCDC88C",1.93066913309736e-06,0.541889090499132,0.418,0.184,0.0318212886517107,"CD34+ Unclassified","CCDC88C"
"PUDP2",1.95535718283287e-06,0.737376961790564,0.478,0.234,0.0322281970874513,"CD34+ Unclassified","PUDP"
"NR2C21",1.97269852791094e-06,0.702592536187943,0.537,0.275,0.0325140171370282,"CD34+ Unclassified","NR2C2"
"NR3C25",1.99330006056004e-06,1.40766897329753,0.597,0.361,0.0328535715981506,"CD34+ Unclassified","NR3C2"
"UBXN7",2.00136500781547e-06,0.782993369929296,0.388,0.175,0.0329864980588146,"CD34+ Unclassified","UBXN7"
"AFF12",2.06754458966803e-06,0.986538128092241,0.657,0.455,0.0340772699269085,"CD34+ Unclassified","AFF1"
"ARIH11",2.12314969213157e-06,0.648089520678473,0.851,0.69,0.0349937532257125,"CD34+ Unclassified","ARIH1"
"PDE4A1",2.35084176212653e-06,0.498834607051549,0.254,0.087,0.0387465739233695,"CD34+ Unclassified","PDE4A"
"FBXW73",2.43863532914475e-06,1.17182453548502,0.896,0.72,0.0401935874949637,"CD34+ Unclassified","FBXW7"
"GRAP24",2.5338358984185e-06,0.892498983954507,0.582,0.326,0.0417626832777337,"CD34+ Unclassified","GRAP2"
"DHRS1",2.54393748215515e-06,0.264116617853379,0.284,0.101,0.0419291775808812,"CD34+ Unclassified","DHRS1"
"UBA63",2.57698546341426e-06,0.836682402886439,0.851,0.708,0.0424738744079938,"CD34+ Unclassified","UBA6"
"ATXN22",2.58133231370574e-06,0.936509464725387,0.672,0.452,0.042545519194498,"CD34+ Unclassified","ATXN2"
"PCM11",2.71950371806391e-06,0.682371928334585,0.687,0.509,0.0448228602811294,"CD34+ Unclassified","PCM1"
"MSH21",2.80272622941279e-06,0.34443319494383,0.269,0.094,0.0461945337131816,"CD34+ Unclassified","MSH2"
"PTDSS11",2.82615741954002e-06,0.588526522383758,0.463,0.236,0.0465807265888586,"CD34+ Unclassified","PTDSS1"
"SPIDR4",2.85819483041882e-06,0.910220924697057,0.731,0.551,0.0471087671949631,"CD34+ Unclassified","SPIDR"
"LCOR1",2.88066499252771e-06,0.771256517960491,0.821,0.661,0.0474791204068417,"CD34+ Unclassified","LCOR"
"TCF73",3.01556768763534e-06,1.11806550637569,0.493,0.291,0.0497025866276056,"CD34+ Unclassified","TCF7"
"TCERG13",3.0822276111326e-06,0.828483324017055,0.627,0.401,0.0508012754866876,"CD34+ Unclassified","TCERG1"
"CBFA2T21",3.17873885368437e-06,0.707671968382189,0.507,0.269,0.0523919737864257,"CD34+ Unclassified","CBFA2T2"
"NINL",3.27866995152167e-06,0.610549824269702,0.299,0.112,0.0540390381409802,"CD34+ Unclassified","NINL"
"EYA31",3.294112806714e-06,0.664619631878328,0.388,0.179,0.0542935672802601,"CD34+ Unclassified","EYA3"
"TMEM120A",3.31301897798335e-06,0.30460367104525,0.284,0.101,0.0546051787951217,"CD34+ Unclassified","TMEM120A"
"FUBP3",3.34844246347773e-06,0.437367834464507,0.463,0.211,0.05518902868304,"CD34+ Unclassified","FUBP3"
"ARHGAP221",3.3953767563462e-06,0.565641808749829,0.328,0.132,0.055962599698098,"CD34+ Unclassified","ARHGAP22"
"HMGN41",3.40248607864326e-06,0.458383583748512,0.388,0.168,0.0560797755481983,"CD34+ Unclassified","HMGN4"
"CCDC913",3.44060370394376e-06,0.810674005454062,0.687,0.485,0.056708030248401,"CD34+ Unclassified","CCDC91"
"CD445",3.46229696346862e-06,1.31807404556101,0.701,0.641,0.0570655785518898,"CD34+ Unclassified","CD44"
"MSANTD2",3.68046446212375e-06,0.627561191702401,0.343,0.145,0.0606614152647237,"CD34+ Unclassified","MSANTD2"
"NAA162",3.6913276272737e-06,0.8942181916803,0.761,0.57,0.0608404619527251,"CD34+ Unclassified","NAA16"
"ASXL1",3.70370441736937e-06,0.809346969217012,0.746,0.528,0.061044456207082,"CD34+ Unclassified","ASXL1"
"ACACA3",3.71724153625126e-06,1.10544436169769,0.537,0.309,0.0612675750004932,"CD34+ Unclassified","ACACA"
"HDAC72",4.02634891876984e-06,0.546961570471412,0.597,0.322,0.0663622828791644,"CD34+ Unclassified","HDAC7"
"NOL4L3",4.13222358156884e-06,0.769263789521927,0.433,0.214,0.0681073090714176,"CD34+ Unclassified","NOL4L"
"CNOT23",4.2364873908118e-06,0.908893830447383,0.806,0.583,0.06982578517536,"CD34+ Unclassified","CNOT2"
"VWA83",4.26704643306442e-06,0.739021237839907,0.716,0.475,0.0703294593097678,"CD34+ Unclassified","VWA8"
"RBM25",4.27643532888681e-06,0.908824469495034,0.821,0.708,0.0704842070907125,"CD34+ Unclassified","RBM25"
"MTHFD1L4",4.28863564518724e-06,0.691128799568704,0.418,0.192,0.070685292703976,"CD34+ Unclassified","MTHFD1L"
"FER2",4.44998898530421e-06,1.04597091167404,0.567,0.346,0.073344718455784,"CD34+ Unclassified","FER"
"SEPTIN65",4.68174823019769e-06,0.716462589258363,0.791,0.738,0.0771645743301183,"CD34+ Unclassified","SEPTIN6"
"EFHC22",4.80577504415692e-06,1.19987465180562,0.269,0.112,0.0792087842777944,"CD34+ Unclassified","EFHC2"
"TTC7B",5.17055096931979e-06,0.294752282615277,0.313,0.126,0.0852210210763288,"CD34+ Unclassified","TTC7B"
"KAT6B2",5.18939719479348e-06,1.03571972076406,0.791,0.567,0.0855316445645861,"CD34+ Unclassified","KAT6B"
"ZNF1482",5.20247584775035e-06,0.948561316407868,0.836,0.646,0.0857472069226213,"CD34+ Unclassified","ZNF148"
"GFM22",5.29986986507315e-06,0.619940522831092,0.433,0.217,0.0873524551161356,"CD34+ Unclassified","GFM2"
"LCLAT13",5.60157786702517e-06,0.844133828347353,0.672,0.394,0.0923252064043088,"CD34+ Unclassified","LCLAT1"
"DIAPH23",5.68761536021631e-06,0.506952814568952,0.985,0.884,0.0937432763670852,"CD34+ Unclassified","DIAPH2"
"KMT2C1",5.9102165676567e-06,0.650243065724955,0.851,0.675,0.0974121894681178,"CD34+ Unclassified","KMT2C"
"ITPR32",5.91254740684567e-06,0.699572219988243,0.373,0.175,0.0974506063596303,"CD34+ Unclassified","ITPR3"
"EXOC21",6.07177387301928e-06,0.946336684624181,0.672,0.478,0.100074976975104,"CD34+ Unclassified","EXOC2"
"ARHGAP352",6.13195071145268e-06,0.981876750090874,0.463,0.252,0.101066811626163,"CD34+ Unclassified","ARHGAP35"
"TASP11",6.37234696847175e-06,1.01992499252759,0.478,0.288,0.105029022734351,"CD34+ Unclassified","TASP1"
"ARID1A1",6.54507072210071e-06,0.570483155284183,0.791,0.597,0.107875855641664,"CD34+ Unclassified","ARID1A"
"NF2",6.63726610573326e-06,0.428068892796082,0.269,0.097,0.109395419954696,"CD34+ Unclassified","NF2"
"SPATA12",6.70366436892958e-06,0.69815686821117,0.507,0.294,0.110489796128697,"CD34+ Unclassified","SPATA1"
"TNRC6C2",6.71878124437039e-06,1.02593848346625,0.806,0.641,0.110738952469713,"CD34+ Unclassified","TNRC6C"
"CCDC1711",6.79844395556398e-06,0.536269915736297,0.463,0.232,0.112051953275606,"CD34+ Unclassified","CCDC171"
"USP101",6.82896923599631e-06,0.806647156037755,0.478,0.246,0.112555070947691,"CD34+ Unclassified","USP10"
"VPS13A3",6.91142942237794e-06,0.766450405094122,0.716,0.507,0.113914179739633,"CD34+ Unclassified","VPS13A"
"MBD1",6.97048603423474e-06,0.577029443050092,0.463,0.23,0.114887550816257,"CD34+ Unclassified","MBD1"
"TMEM1172",7.01918125423593e-06,0.497721202475841,0.313,0.132,0.115690145432317,"CD34+ Unclassified","TMEM117"
"MAP2K53",7.02329836755416e-06,0.745806624890023,0.687,0.527,0.115758003694028,"CD34+ Unclassified","MAP2K5"
"CNOT6L2",7.20639912805675e-06,0.64697140668745,0.821,0.698,0.118775870428631,"CD34+ Unclassified","CNOT6L"
"USP242",7.25117812672364e-06,0.830870508037275,0.657,0.435,0.119513917884659,"CD34+ Unclassified","USP24"
"ARFGEF2",7.36451894768992e-06,0.742863292919313,0.478,0.252,0.121382001295825,"CD34+ Unclassified","ARFGEF2"
"INO80D1",7.54281806746899e-06,0.800148818660246,0.507,0.297,0.124320727388024,"CD34+ Unclassified","INO80D"
"AMBRA12",7.7243004032611e-06,0.894180047587449,0.597,0.363,0.127311919246549,"CD34+ Unclassified","AMBRA1"
"MAPRE23",7.73389582730171e-06,0.885478569018386,0.746,0.548,0.127470071025587,"CD34+ Unclassified","MAPRE2"
"YTHDC21",7.80855361827582e-06,0.646596368332472,0.552,0.308,0.128700580736422,"CD34+ Unclassified","YTHDC2"
"NSMCE21",7.92666519913269e-06,1.08019462461737,0.731,0.516,0.130647295812105,"CD34+ Unclassified","NSMCE2"
"ZFAND33",8.2171224201272e-06,0.815194081492166,0.925,0.859,0.135434611728537,"CD34+ Unclassified","ZFAND3"
"NRF11",8.23082632692519e-06,0.921133677780302,0.552,0.343,0.135660479520381,"CD34+ Unclassified","NRF1"
"TBL1XR14",8.86645651563173e-06,0.682694986892107,0.836,0.726,0.146136936290642,"CD34+ Unclassified","TBL1XR1"
"ZMYM51",9.03444618375908e-06,0.38978654313992,0.299,0.119,0.148905742000717,"CD34+ Unclassified","ZMYM5"
"TNRC182",9.18652723745765e-06,0.436757692729253,0.433,0.207,0.151412341927777,"CD34+ Unclassified","TNRC18"
"NT5C22",9.20906463854215e-06,0.577652122720683,0.761,0.486,0.151783803372452,"CD34+ Unclassified","NT5C2"
"RABGAP1L2",9.54405719615109e-06,0.621465458529558,0.94,0.912,0.157305150706962,"CD34+ Unclassified","RABGAP1L"
"AGPAT3",9.80309775798686e-06,0.314471111230334,0.254,0.091,0.161574657247139,"CD34+ Unclassified","AGPAT3"
"FOXO14",9.93329910263336e-06,1.25662297062906,0.642,0.455,0.163720635809603,"CD34+ Unclassified","FOXO1"
"MIB12",9.95228473442024e-06,0.854536764097775,0.552,0.319,0.164033556992714,"CD34+ Unclassified","MIB1"
"ZCCHC72",1.02174384694159e-05,1.04110476810185,0.836,0.721,0.168403820852912,"CD34+ Unclassified","ZCCHC7"
"RNASEH2B2",1.02518734787123e-05,1.328442322471,0.537,0.394,0.168971378676136,"CD34+ Unclassified","RNASEH2B"
"WDR45B",1.07219341108811e-05,0.523105740187152,0.403,0.193,0.176718918015542,"CD34+ Unclassified","WDR45B"
"ZMYM41",1.07568523674644e-05,0.531911390821691,0.522,0.281,0.177294440720548,"CD34+ Unclassified","ZMYM4"
"PMS13",1.10442145729996e-05,0.717367203429291,0.552,0.334,0.18203074459218,"CD34+ Unclassified","PMS1"
"ADK4",1.11209672033185e-05,0.878477730852518,0.657,0.476,0.183295781445096,"CD34+ Unclassified","ADK"
"UBASH3B5",1.12263290738879e-05,0.974386036001268,0.627,0.421,0.185032355795821,"CD34+ Unclassified","UBASH3B"
"C15H1orf1851",1.13952036594522e-05,0.817939385837096,0.269,0.106,0.187815746715091,"CD34+ Unclassified","C15H1orf185"
"NCK23",1.15598204013663e-05,1.11418870310091,0.642,0.443,0.190528959855319,"CD34+ Unclassified","NCK2"
"CNOT11",1.18376946551718e-05,0.657049743012156,0.791,0.597,0.195108883306541,"CD34+ Unclassified","CNOT1"
"XPO5",1.18996529142668e-05,0.645424950774053,0.313,0.135,0.196130079332945,"CD34+ Unclassified","XPO5"
"RERE2",1.22795517624866e-05,0.979455026987442,0.701,0.629,0.202391572149304,"CD34+ Unclassified","RERE"
"OSGEPL11",1.23737020249387e-05,0.658207114183272,0.612,0.37,0.20394335677504,"CD34+ Unclassified","OSGEPL1"
"MTERF3",1.24520977289467e-05,0.446044330989258,0.299,0.121,0.2052354747685,"CD34+ Unclassified","MTERF3"
"QKI3",1.25257993459079e-05,0.637383131241762,0.687,0.519,0.206450224819254,"CD34+ Unclassified","QKI"
"SKAP15",1.29326693539368e-05,1.14273852551123,0.851,0.595,0.213156256291586,"CD34+ Unclassified","SKAP1"
"HGD1",1.33731826750462e-05,0.588248864347089,0.343,0.162,0.220416796850111,"CD34+ Unclassified","HGD"
"TET11",1.37167561948697e-05,0.300497368611668,0.313,0.128,0.226079575603842,"CD34+ Unclassified","TET1"
"PSEN2",1.38791027452606e-05,0.286224317803516,0.254,0.091,0.228755371447385,"CD34+ Unclassified","PSEN2"
"TECR2",1.41564639285362e-05,0.325940245957159,0.328,0.136,0.233326838470134,"CD34+ Unclassified","TECR"
"TTC32",1.51358328862195e-05,0.765461163717162,0.672,0.501,0.24946879763067,"CD34+ Unclassified","TTC3"
"PTEN2",1.56099531876852e-05,0.662827344366451,0.701,0.609,0.257283248439427,"CD34+ Unclassified","PTEN"
"CHD41",1.57149839824589e-05,0.729579890061726,0.612,0.437,0.259014365998888,"CD34+ Unclassified","CHD4"
"DDHD1",1.58970482682687e-05,0.730472677851391,0.313,0.136,0.262015149557605,"CD34+ Unclassified","DDHD1"
"ZCWPW21",1.64969554716777e-05,0.763534787039104,0.328,0.148,0.271902820084192,"CD34+ Unclassified","ZCWPW2"
"TTLL12",1.66252957564136e-05,0.268997724357501,0.254,0.095,0.274018124657209,"CD34+ Unclassified","TTLL12"
"UBE2E33",1.77349919119978e-05,0.270160750695625,0.388,0.177,0.292308136693548,"CD34+ Unclassified","UBE2E3"
"UBAC22",1.78958875404063e-05,0.67994593386188,0.761,0.616,0.294960018440976,"CD34+ Unclassified","UBAC2"
"THADA2",1.84142177370373e-05,0.812797782896199,0.687,0.51,0.303503136741848,"CD34+ Unclassified","THADA"
"DYM1",1.88112221536485e-05,0.780863546500753,0.776,0.625,0.310046563536435,"CD34+ Unclassified","DYM"
"HSPB11",1.90278248532762e-05,0.474028861375591,0.299,0.125,0.313616609231698,"CD34+ Unclassified","HSPB11"
"ABL12",1.97028588446032e-05,0.931569720231287,0.448,0.239,0.32474251947675,"CD34+ Unclassified","ABL1"
"CHD11",2.00598169694218e-05,0.539176152880061,0.716,0.513,0.330625903290011,"CD34+ Unclassified","CHD1"
"CDIN1",2.02102956009382e-05,0.838282723157713,0.478,0.268,0.333106092094663,"CD34+ Unclassified","CDIN1"
"LIN521",2.04171951117888e-05,1.36581893918377,0.463,0.257,0.336516209832503,"CD34+ Unclassified","LIN52"
"CNOT7",2.07004989624871e-05,0.648522458181095,0.269,0.112,0.341185623899713,"CD34+ Unclassified","CNOT7"
"ZZZ3",2.1120218303169e-05,0.736187315988117,0.642,0.428,0.348103438072831,"CD34+ Unclassified","ZZZ3"
"CHSY12",2.13376003943391e-05,0.49609762197711,0.522,0.293,0.351686329699497,"CD34+ Unclassified","CHSY1"
"TESPA12",2.13951625314978e-05,0.524377680515972,0.373,0.178,0.352635068844147,"CD34+ Unclassified","TESPA1"
"SMAP13",2.17079973520254e-05,0.896193105920185,0.836,0.723,0.357791212356083,"CD34+ Unclassified","SMAP1"
"LPP1",2.19704086487815e-05,0.705541104310447,0.627,0.415,0.362116275349216,"CD34+ Unclassified","LPP"
"EDARADD1",2.20331472758445e-05,0.399434391138372,0.328,0.137,0.363150333400469,"CD34+ Unclassified","EDARADD"
"ABI11",2.25117255238289e-05,0.78282509163842,0.836,0.625,0.371038260083748,"CD34+ Unclassified","ABI1"
"TANC22",2.46143262290201e-05,0.791989917834475,0.448,0.254,0.405693324906709,"CD34+ Unclassified","TANC2"
"GLT8D22",2.49054625146679e-05,0.353409710932367,0.313,0.132,0.410491833166756,"CD34+ Unclassified","GLT8D2"
"MDM1",2.53502370343705e-05,0.615556883469898,0.284,0.118,0.417822606800495,"CD34+ Unclassified","MDM1"
"USO13",2.54245844394777e-05,0.712687373874352,0.627,0.402,0.419048000731471,"CD34+ Unclassified","USO1"
"AEBP2",2.61365428794839e-05,0.560949761297887,0.433,0.225,0.430782499739654,"CD34+ Unclassified","AEBP2"
"VAMP7",2.69085169312745e-05,0.452094989792781,0.343,0.158,0.443506176061266,"CD34+ Unclassified","VAMP7"
"BCL11A3",2.70742678424313e-05,1.11536627893054,0.433,0.246,0.446238082578953,"CD34+ Unclassified","BCL11A"
"NIPBL2",2.76781671252573e-05,0.533189725738445,0.94,0.81,0.456191550558491,"CD34+ Unclassified","NIPBL"
"CDC14A4",2.78802578607599e-05,1.09876348847025,0.716,0.495,0.459522410061044,"CD34+ Unclassified","CDC14A"
"L3MBTL34",2.85717729046896e-05,0.603052128888646,0.522,0.296,0.470919961015094,"CD34+ Unclassified","L3MBTL3"
"SPART",2.95105534224e-05,0.333607075520246,0.418,0.207,0.486392941507997,"CD34+ Unclassified","SPART"
"PRMT3",3.02005966048553e-05,0.900903057617386,0.463,0.258,0.497766233241225,"CD34+ Unclassified","PRMT3"
"ATL3",3.03784953243951e-05,0.374601541419414,0.373,0.172,0.50069835993668,"CD34+ Unclassified","ATL3"
"PDCD44",3.29110344323407e-05,0.858686279244563,0.836,0.649,0.54243966951384,"CD34+ Unclassified","PDCD4"
"LEF12",3.29159809605178e-05,1.24501719192575,0.567,0.422,0.542521198191254,"CD34+ Unclassified","LEF1"
"ITPKB2",3.31271019097009e-05,0.855160155712999,0.701,0.516,0.54600089367569,"CD34+ Unclassified","ITPKB"
"PITPNC13",3.31862602261845e-05,0.981423421725447,0.806,0.624,0.546975941047973,"CD34+ Unclassified","PITPNC1"
"GABPB11",3.35095634100103e-05,0.617620046844012,0.463,0.268,0.55230462412379,"CD34+ Unclassified","GABPB1"
"RFX71",3.39821044493987e-05,0.86043276984216,0.642,0.434,0.560093045534989,"CD34+ Unclassified","RFX7"
"ZBTB44",3.4366090613097e-05,0.816988446282965,0.522,0.319,0.566421905485064,"CD34+ Unclassified","ZBTB44"
"WDR361",3.43666742517477e-05,0.604102771525276,0.388,0.198,0.566431525017305,"CD34+ Unclassified","WDR36"
"EFR3A4",3.5113191790074e-05,0.766889272505926,0.567,0.402,0.578735627083999,"CD34+ Unclassified","EFR3A"
"ITPRID22",3.55401221919915e-05,0.347708601481034,0.299,0.126,0.585772293968405,"CD34+ Unclassified","ITPRID2"
"MCC3",3.57028402556087e-05,1.026358250191,0.522,0.314,0.588454213092943,"CD34+ Unclassified","MCC"
"ATP2A22",3.60552922201184e-05,0.631964871656718,0.567,0.343,0.594263326371992,"CD34+ Unclassified","ATP2A2"
"ACAP22",3.63348471430833e-05,0.757770985068836,0.776,0.635,0.598870950612299,"CD34+ Unclassified","ACAP2"
"ELMO12",3.68677944380009e-05,0.465448081639571,0.97,0.907,0.607654987927131,"CD34+ Unclassified","ELMO1"
"CRPPA",3.76754898755464e-05,0.3911759878865,0.299,0.124,0.620967424128755,"CD34+ Unclassified","CRPPA"
"UCK21",3.77856808613693e-05,0.478593968938261,0.418,0.219,0.622783591957089,"CD34+ Unclassified","UCK2"
"BAZ1B3",4.00816315873765e-05,0.617103171678224,0.567,0.351,0.660625451823139,"CD34+ Unclassified","BAZ1B"
"IKZF24",4.02645785144654e-05,0.95256876990206,0.403,0.206,0.663640783075419,"CD34+ Unclassified","IKZF2"
"TUT42",4.27321147880679e-05,0.614535155591999,0.791,0.602,0.704310715936936,"CD34+ Unclassified","TUT4"
"RASGEF1B2",4.5078764823054e-05,0.49789735187241,0.269,0.117,0.742988201813576,"CD34+ Unclassified","RASGEF1B"
"TANGO61",4.51019374562899e-05,0.654989296031826,0.567,0.35,0.743370133154569,"CD34+ Unclassified","TANGO6"
"ARL152",4.51737333679799e-05,1.05806541235393,0.582,0.45,0.744553473371045,"CD34+ Unclassified","ARL15"
"RSF1",4.53340503380629e-05,0.7251058916677,0.806,0.686,0.747195817671953,"CD34+ Unclassified","RSF1"
"PHKA11",4.61554251547806e-05,0.691438446738712,0.478,0.265,0.760733717401094,"CD34+ Unclassified","PHKA1"
"SETD21",4.62239372626449e-05,0.778030831856158,0.716,0.587,0.761862933962914,"CD34+ Unclassified","SETD2"
"DDX12",4.9319376338936e-05,0.58767287124498,0.493,0.292,0.812881960818343,"CD34+ Unclassified","DDX1"
"SLC25A361",4.96575173521587e-05,0.541175801714241,0.448,0.232,0.81845520099828,"CD34+ Unclassified","SLC25A36"
